values,fault
0.03014360723731676,False
0.022846123863394262,False
1.0,True
0.0,False
0.06252590421765884,False
0.2596582531878632,False
0.0,False
0.026100806208257256,False
0.05469609298262753,False
0.3892409719471906,False
0.01871848529806665,False
0.0392916360168898,False
0.08448255584977271,False
0.04486263917164573,False
0.04718776199301052,False
0.19251897595376963,False
0.0,False
0.07839799886002138,False
0.03515976954520671,False
0.04616146170588588,False
0.0843123951028681,False
0.0,False
0.008177043205507847,False
0.009126966225235214,False
0.05409334481223001,False
0.031291195723742546,False
0.0,False
0.06101632294274307,False
0.0,False
0.05455474600408225,False
0.05233765789079524,False
